img_name,dataset,gt_area_ratio,coarse_bin_bf,coarse_bin_rb,coarse_bin_pb,coarse_bin_iou,coarse_bin_sm,coarse_bin_mae,coarse_bin_em,refined_bf,refined_rb,refined_pb,refined_iou,refined_sm,refined_mae,refined_em,coarse_soft_mae,coarse_soft_sm,coarse_soft_tzr,coarse_bin_tzr,refined_tzr,coarse_bin_narrow5_local_iou,refined_narrow5_local_iou,coarse_bin_narrow5_local_bf,refined_narrow5_local_bf,coarse_bin_narrow10_local_iou,refined_narrow10_local_iou,coarse_bin_narrow10_local_bf,refined_narrow10_local_bf,coarse_bin_narrow20_local_iou,refined_narrow20_local_iou,coarse_bin_narrow20_local_bf,refined_narrow20_local_bf
camourflage_00033,TR-CAMO,0.1449406457739791,0.014502132209709095,0.03076704948248972,0.00948690539818279,0.1768355192826257,0.23373711293145363,0.653247071858183,0.17115943541087508,0.014486880479990355,0.031050616758826033,0.009447289422567545,0.1768346498939405,0.23375575975816032,0.6532288698955365,0.17117547919157772,0.6348280511951536,0.2716142680909214,0.40030231085786644,0.0,0.0,0.487157759401572,0.48720046756282875,0.05895385321803015,0.05947771394196906,0.4848444650792598,0.48487662509949586,0.057119941867937396,0.057620029433352635,0.4471563524195103,0.44716826529136744,0.053869562024994835,0.05432869871255382
camourflage_00034,TR-CAMO,0.09035494659618082,0.06480753286792326,0.20092531394580304,0.03863444787861759,0.18293868394815554,0.422587264772168,0.3536573524652066,0.39461609133567566,0.06454127391841684,0.20092531394580304,0.038445348674056405,0.1829604238080399,0.42264400574125416,0.3535818319128277,0.39468165656330345,0.35795646039190304,0.45243727852791615,0.3580213615276729,0.0,0.0,0.3454027664768104,0.3451993490642799,0.2989670260112041,0.2988508221483132,0.41250453501027934,0.41238360140282987,0.2546688010917858,0.25432883580193766,0.4919338230246447,0.4918651747099609,0.2262752681943856,0.2259150269185392
camourflage_00035,TR-CAMO,0.19347708333333333,0.0319858514868611,0.049663928304705,0.023589185265831973,0.40193994937173333,0.5448180250562684,0.28522916666666664,0.5604257848313454,0.031930856491207006,0.049663928304705,0.023529411764705882,0.4019429901867638,0.5448077226097698,0.28523020833333335,0.5604210834193339,0.2845359191176471,0.5786648119520813,0.24260104166666666,0.0,0.0,0.48532786885245904,0.4852682047289268,0.09127309871906203,0.09128912225957736,0.4930119694813225,0.49302412393262096,0.08606153972506599,0.08606153972506599,0.5057944398708125,0.5058004052684903,0.07945982028477314,0.07945982028477314
camourflage_00036,TR-CAMO,0.04556051587301587,0.0,0.0,0.0,0.06793337573776312,0.2360171522642648,0.6251041666666667,0.2189436802237254,0.0,0.0,0.0,0.06793488310170633,0.23602512165580916,0.6250892857142857,0.21895052533359585,0.6258073062558357,0.24403465621550266,0.19214285714285714,0.0,0.0,0.4219255094869993,0.4219255094869993,0.0,0.0,0.3886528367908023,0.3886528367908023,0.0,0.0,0.33758110442048267,0.33758110442048267,0.0,0.0
camourflage_00037,TR-CAMO,0.23196674923692095,0.11250436820358911,0.19117647058823528,0.07970465732677016,0.5174656124312512,0.6459345542095989,0.21203855752549008,0.6897078465713444,0.11250436820358911,0.19117647058823528,0.07970465732677016,0.5172748570101939,0.6457894600502674,0.2121962759887556,0.689477810878361,0.22010892215347738,0.6800917144281164,0.25904329835694473,0.0,0.0,0.4927203829278022,0.4927203829278022,0.2912332047359319,0.2912332047359319,0.5249246052864999,0.5249246052864999,0.2520087487049614,0.2520087487049614,0.5743055311058691,0.5742501056189269,0.21733778095465014,0.21722564000793806
camourflage_00038,TR-CAMO,0.20973015873015874,0.2844985911033719,0.30357877416700946,0.26767499120647203,0.707733787427274,0.8011526545524716,0.08173015873015874,0.8986251573466468,0.2840737890389777,0.30357877416700946,0.26692388635566466,0.7078058472892421,0.8012084991335784,0.0816984126984127,0.8986846801879365,0.09612231559290382,0.8280354644432162,0.17111904761904762,0.0,0.0,0.5138790035587188,0.5135767314146242,0.4218680810612767,0.4218680810612767,0.5653450807635829,0.565389527458493,0.3525790146247172,0.35208963453377046,0.6425632714125421,0.6426018287614298,0.31447821722995345,0.3140888318322408
camourflage_00039,TR-CAMO,0.04476503759398496,0.14534986199359792,0.19797199420569772,0.11482791894499839,0.27241068748123687,0.5265105678630221,0.11389097744360903,0.5604837188909204,0.14505457260830162,0.19797199420569772,0.11445976274446938,0.27121076233183855,0.5254397074429744,0.11455827067669173,0.5589934777210468,0.12347869674185463,0.5520221258815916,0.1993984962406015,0.0,0.0,0.48181309457190824,0.48167319529938446,0.31039627108831674,0.310531267933727,0.4533387788441903,0.4526358723360865,0.2494510185873986,0.2512947163212802,0.41800257969412197,0.41672025723472667,0.2130525819361628,0.21279859151960462
camourflage_00040,TR-CAMO,0.33314814814814814,0.27776656323119864,0.32401618242000735,0.2430709534368071,0.7658460554711853,0.8230003899421807,0.09041666666666667,0.9070640779023983,0.2772418341507944,0.32364840014711294,0.24247445457056063,0.7656917975148827,0.8228478579362605,0.09050154320987654,0.9069674226359093,0.11097754780924715,0.8520130041370403,0.21628086419753087,0.0,0.0,0.5157979293109604,0.5154758719115154,0.4407417295004444,0.44034078765969786,0.5820276246110171,0.5817100452883723,0.3554453193161663,0.35497548700933246,0.695358002301817,0.6950883675532471,0.31289831777623617,0.31207677838404624
camourflage_00041,TR-CAMO,0.06896274887604367,0.052559624205445826,0.0975103734439834,0.03597548922711998,0.27583042760139476,0.5052798563370307,0.18102578218185156,0.5256475511871431,0.052453588017966915,0.0975103734439834,0.035876207372363494,0.2758557401119574,0.5052571957826445,0.181002844297642,0.5256804699375335,0.18835994577664078,0.5342512240755228,0.25485136251032203,0.0,0.0,0.49778786159954624,0.49784433855230315,0.1652691371382202,0.16534420937672153,0.5054959785522788,0.5054621003954158,0.14199513624328744,0.14205054966953404,0.498463639467395,0.4984849131492467,0.11160618178734287,0.11157197266134501
camourflage_00042,TR-CAMO,0.08177086009331198,0.035182679296346414,0.061806656101426306,0.02459016393442623,0.2926773761713521,0.52193183257382,0.1962448644054472,0.5375932967976957,0.035473969931200444,0.06200475435816165,0.02484375,0.29273866699994644,0.5219862843922688,0.19617181933602032,0.5377049951081787,0.20046626738517867,0.5492233890094748,0.21623135725786333,0.0,0.0,0.5035200250312891,0.503403489554808,0.11331033230433991,0.11359903764835588,0.5219363574813812,0.5219560652924842,0.10684931506849316,0.10700515330643172,0.5405696275512165,0.5405869537357426,0.0983451536643026,0.09850326186781519
camourflage_00043,TR-CAMO,0.21712802166059955,0.18532361910567002,0.23780945236309078,0.15181682429069188,0.36723508675776334,0.5111664288452917,0.35357866236053204,0.4955847486826056,0.18471399632480154,0.23705926481620404,0.15130434782608695,0.3672650711980964,0.5112148252581186,0.35350905889149514,0.49568542875680205,0.3543375039459025,0.5382972000076349,0.22307911826325424,0.0,0.0,0.4823708785972937,0.482275586049171,0.34163345205789236,0.3407967401496577,0.5361738148984199,0.5360609480812641,0.3060651937697998,0.3052648526807277,0.5751594084927418,0.5751110809619102,0.2755145148432608,0.27475887354629897
camourflage_00044,TR-CAMO,0.23512198530760564,0.10251764182058969,0.143242029636282,0.0798234552332913,0.35874161797216847,0.5035938793845625,0.40708647432033845,0.43283399860612226,0.10238895170020842,0.14346654692411315,0.07959824231010672,0.35861332208487695,0.503438293495019,0.40731358624284086,0.43256062756208236,0.41312151977954725,0.5299131735515903,0.2773910081148837,0.0,0.0,0.48669486534239975,0.48677305344329014,0.23605776621481891,0.23638420149307504,0.5230146686899343,0.5229485396383866,0.21089124887009675,0.21143381126868324,0.5714763417488714,0.5709460086490098,0.19117819704911082,0.19185526961962432
camourflage_00045,TR-CAMO,0.2773467993754879,0.03947626695768433,0.04877353108956075,0.033156028368794326,0.5422670025188917,0.6418987183259062,0.2327356557377049,0.6736984589266555,0.03944712103371515,0.04877353108956075,0.03311492828050292,0.5422782210664198,0.6419096811801368,0.232721018735363,0.6737250007600264,0.23332538343206136,0.6751507274541286,0.1932377049180328,0.0,0.0,0.48707367398956186,0.4871032348121624,0.09003268847963375,0.09001102020652682,0.4912370430987452,0.49118559689023766,0.08591683448173021,0.08591683448173021,0.49422796795338675,0.49420054990076295,0.07850468666375336,0.07850468666375336
camourflage_00046,TR-CAMO,0.06041666666666667,0.0,0.0,0.0,0.3663466397170288,0.6067071140163183,0.1045,0.6432272271918651,0.0,0.0,0.0,0.366106145533505,0.6064059003395883,0.10460833333333333,0.6429505585897699,0.10740840958605664,0.638689226715756,0.13686666666666666,0.0,0.0,0.49004519359960913,0.49004519359960913,0.0,0.0,0.47807199007033513,0.47807199007033513,0.0,0.0,0.45276171033231255,0.45277882797731567,0.0,0.0
