img_name,dataset,coarse_iou,coarse_sm,coarse_mae,coarse_bf,naive_iou,naive_sm,naive_mae,naive_bf,naive_narrow_iou,naive_narrow_bf,refined_iou,refined_sm,refined_mae,refined_bf,refined_narrow_iou,refined_narrow_bf,coarse_narrow_iou,coarse_narrow_bf,centroid_distance,gt_area_ratio,gate_decision,S_score,LocalSAM_triggered
COD10K-CAM-2-Terrestrial-23-Cat-1316,TR-COD10K,0.022705766076460444,0.25828027091639066,0.6051334635416666,0.0023801795953694686,0.022710183563905584,0.25834182576504017,0.6050130208333333,0.0023801795953694686,0.3391996142719383,0.006455399061032864,0.022710183563905584,0.25834182576504017,0.6050130208333333,0.0023801795953694686,0.3391996142719383,0.006455399061032864,0.33917235837685816,0.006455399061032864,0.1520156392140269,0.014059244791666667,full,9.54484,False
COD10K-CAM-2-Terrestrial-23-Cat-1317,TR-COD10K,0.0701851414696658,0.17805648883233766,0.7361431500704857,0.0,0.07014469112001645,0.1777802044385783,0.7365997052415737,0.0,0.4748233782915864,0.0,0.07014469112001645,0.1777802044385783,0.7365997052415737,0.0,0.4748233782915864,0.0,0.4748233782915864,0.0,0.14391257267819269,0.05556623520868042,full,5.619932,False
COD10K-CAM-2-Terrestrial-23-Cat-1318,TR-COD10K,0.03247650984907826,0.33508977208144447,0.3788016687771346,0.0,0.03247779943686376,0.33509623620807855,0.3787861229196816,0.0,0.4415916627190905,0.0,0.03247779943686376,0.33509623620807855,0.3787861229196816,0.0,0.4415916627190905,0.0,0.4415916627190905,0.0,0.07161869431936696,0.012715098136758321,full,3.156599,False
COD10K-CAM-2-Terrestrial-23-Cat-1319,TR-COD10K,0.020869408549951455,0.1685493651453354,0.7470521749755621,0.0,0.02087306473653387,0.16862385861642037,0.746918530058651,0.0,0.42633604643826106,0.0,0.02087306473653387,0.16862385861642037,0.746918530058651,0.0,0.42633604643826106,0.0,0.42633604643826106,0.0,0.15915908001249213,0.01592283724340176,full,2.078183,False
COD10K-CAM-2-Terrestrial-23-Cat-1321,TR-COD10K,0.07211042030646166,0.2903305900159894,0.5416158040364584,0.012437863104293687,0.07211611784340127,0.29037067350899515,0.5415369669596354,0.012434464023825476,0.429323488935975,0.02262348203300576,0.07211611784340127,0.29037067350899515,0.5415369669596354,0.012434464023825476,0.429323488935975,0.02262348203300576,0.42931719889913067,0.02262629459107804,0.11304415900226854,0.043271382649739586,full,13.070605,False
COD10K-CAM-2-Terrestrial-23-Cat-1322,TR-COD10K,0.12307013674459638,0.4464156376694492,0.2527872721354167,0.03836321747873093,0.12308742124675721,0.4464398117281069,0.2527347140842014,0.0385072037858821,0.51047288027074,0.2562622583356683,0.12308742124675721,0.4464398117281069,0.2527347140842014,0.0385072037858821,0.51047288027074,0.2562622583356683,0.5103795153177869,0.2552725527255273,0.15155742293473634,0.036170111762152776,full,1.724391,False
COD10K-CAM-2-Terrestrial-23-Cat-1323,TR-COD10K,0.5389316789274533,0.7068154101237467,0.17161048453513908,0.07859401871633552,0.5390207167885904,0.7068751918232556,0.17154900256222547,0.07863142670737144,0.49564696069231573,0.16219104876419504,0.5390207167885904,0.7068751918232556,0.17154900256222547,0.07863142670737144,0.49564696069231573,0.16219104876419504,0.4956082049678109,0.1619204675921094,0.05673068329139612,0.20326655151903367,fusion,0.461621,False
COD10K-CAM-2-Terrestrial-23-Cat-1324,TR-COD10K,0.02991012763386451,0.3099619327359271,0.4479966517857143,0.0,0.02987520065658455,0.30974483872815395,0.4485365513392857,0.0,0.4359423189130616,0.0,0.02987520065658455,0.30974483872815395,0.4485365513392857,0.0,0.4359423189130616,0.0,0.4359423189130616,0.0,0.09666102905776382,0.013812779017857144,full,7.14977,False
COD10K-CAM-2-Terrestrial-23-Cat-1326,TR-COD10K,0.010161272172286224,0.18893087324064048,0.715826670328776,0.018179108925644463,0.010162308544498566,0.18897239919048073,0.715752919514974,0.018179108925644463,0.45534223706176963,0.12473046323146703,0.010162308544498566,0.18897239919048073,0.715752919514974,0.018179108925644463,0.45534223706176963,0.12473046323146703,0.45534223706176963,0.12473046323146703,0.27273871670856786,0.007371266682942708,full,7.295305,False
COD10K-CAM-2-Terrestrial-23-Cat-1332,TR-COD10K,0.06973557239355233,0.40379300218067565,0.23294518667642752,0.02429509954309782,0.0697431387553251,0.40376108717499115,0.23291802022327965,0.024340430090832865,0.35038746291014894,0.06882458574705443,0.0697431387553251,0.40376108717499115,0.23291802022327965,0.024340430090832865,0.35038746291014894,0.06882458574705443,0.3503470922026673,0.06861595224654175,0.16220436136452565,0.018091427983162517,full,13.872738,False
